Date,AAPL,AMZN,FB,GOOG,MSFT
2016/2/10,91.579254,490.480011,101,684.119995,47.563332
2016/2/9,92.278694,482.070007,99.540001,678.109985,47.151901
2016/2/8,92.298134,488.100006,99.75,682.73999,47.276287
2016/2/5,91.336388,502.130005,104.07,683.570007,47.993904
2016/2/4,93.842743,536.26001,110.489998,708.01001,49.754448
2016/2/3,93.094734,531.070007,112.690002,726.950012,49.907536
2016/2/2,91.28791,552.099976,114.610001,764.650024,50.711258
2016/2/1,93.172028,574.809998,115.089996,752,52.347412
2016/1/29,94.05127,587,112.209999,742.950012,52.711006
2016/1/28,90.911087,635.349976,109.110001,730.960022,49.811855
2016/1/27,90.263725,583.349976,94.449997,699.98999,49.008129
2016/1/26,96.61174,601.25,97.339996,713.039978,49.917099
2016/1/25,96.080322,596.530029,97.010002,711.669983,49.553509
2016/1/22,97.993423,596.380005,97.940002,725.25,50.031921
2016/1/21,93.046417,575.02002,94.160004,706.590027,48.300083
2016/1/20,93.519867,571.77002,94.349998,698.450012,48.596699
2016/1/19,93.394257,574.47998,95.260002,701.789978,48.376629
2016/1/15,93.848373,570.179993,94.970001,694.450012,48.788059
2016/1/14,96.157608,593,98.370003,714.719971,50.816513
2016/1/13,94.099594,581.809998,95.440002,700.559998,49.409988
2016/1/12,96.582756,617.890015,99.370003,726.070007,50.500759
2016/1/11,95.201073,617.73999,97.510002,716.030029,50.041489
2016/1/8,93.68412,607.049988,97.330002,714.469971,50.070198
2016/1/7,93.191338,607.940002,97.919998,726.390015,49.917099
2016/1/6,97.29776,632.650024,102.970001,743.619995,51.715916
2016/1/5,99.239845,633.789978,102.730003,742.580017,52.672737
2016/1/4,101.790649,636.98999,102.220001,741.840027,52.433533
2015/12/31,101.703697,675.890015,104.660004,758.880005,53.084164
2015/12/30,103.694107,689.070007,106.220001,771,53.878323
2015/12/29,105.066116,693.969971,107.260002,776.599976,54.107956
2015/12/28,103.210999,675.200012,105.93,762.51001,53.533871
2015/12/24,104.380112,662.789978,105.019997,748.400024,53.265953
2015/12/23,104.940506,663.700012,104.629997,750.309998,53.409485
2015/12/22,103.607155,663.150024,105.510002,750,52.959778
2015/12/21,103.703766,664.51001,104.769997,747.77002,52.462234
2015/12/18,102.44767,664.140015,104.040001,739.309998,51.792465
2015/12/17,105.298019,670.650024,106.220001,749.429993,53.294666
2015/12/16,107.57827,675.77002,106.790001,758.090027,53.706093
2015/12/15,106.756989,658.640015,104.550003,743.400024,52.816257
2015/12/14,108.679771,657.909973,104.660004,747.77002,52.758842
2015/12/11,109.356125,640.150024,102.120003,738.869995,51.725483
2015/12/10,112.245087,662.320007,105.419998,749.460022,52.883236
2015/12/9,111.713676,664.789978,104.599998,751.609985,52.605755
2015/12/8,114.235489,677.330017,106.489998,762.369995,53.380775
2015/12/7,114.283798,669.830017,105.610001,763.25,53.399914
2015/12/4,115.008461,672.640015,106.18,766.809998,53.495594
2015/12/3,111.307861,666.25,104.379997,752.539978,51.85944
2015/12/2,112.351372,676.01001,106.07,762.380005,52.825821
2015/12/1,113.375557,679.059998,107.120003,767.039978,52.835396
2015/11/30,114.303123,664.799988,104.239998,742.599976,52.00296
2015/11/27,113.829681,673.26001,105.449997,750.26001,51.601093
2015/11/25,114.042252,675.340027,105.410004,748.150024,51.37146
2015/11/24,114.863525,671.150024,105.739998,748.280029,51.907284
2015/11/23,113.771706,678.98999,106.949997,755.97998,51.849869
2015/11/20,115.269348,668.450012,107.32,756.599976,51.849869
2015/11/19,114.766914,661.27002,106.260002,738.409973,51.610664
2015/11/18,113.327248,663.539978,107.769997,740,51.524551
2015/11/17,109.848885,643.299988,105.129997,725.299988,50.682556
2015/11/16,110.322327,647.809998,104.040001,728.960022,51.103554
2015/11/13,108.544479,642.349976,103.949997,717,50.219673
2015/11/12,111.810295,665.599976,108.019997,731.22998,50.675869
2015/11/11,112.187119,673.25,109.010002,735.400024,50.989502
2015/11/10,112.824814,659.679993,107.910004,728.320007,50.856441
2015/11/9,116.496429,655.48999,106.489998,724.890015,51.474209
2015/11/6,116.969872,659.369995,107.099998,733.76001,52.196522
2015/11/5,116.834602,655.650024,108.760002,731.25,51.683304
2015/11/4,117.375694,640.950012,103.940002,728.109985,51.702312
2015/11/3,117.924095,625.309998,102.580002,722.159973,51.46471
2015/11/2,116.586769,628.349976,103.309998,721.109985,50.599834
2015/10/30,114.970459,625.900024,101.970001,710.809998,50.029591
2015/10/29,115.961411,626.549988,104.879997,716.919983,50.71389
2015/10/28,114.749161,617.099976,104.199997,712.950012,51.303135
2015/10/27,110.208076,611.01001,103.699997,708.48999,51.027523
2015/10/26,110.910416,608.609985,103.769997,712.780029,51.55975
2015/10/23,114.566376,599.030029,102.190002,702,50.248184
2015/10/22,111.122078,563.909973,99.669998,651.789978,45.648201
2015/10/21,109.448021,555.77002,97.110001,642.609985,44.85936
2015/10/20,109.457634,560.880005,97,650.280029,45.401089
2015/10/19,107.494957,573.150024,98.470001,666.099976,45.25853
2015/10/16,106.831116,570.76001,97.540001,662.200012,45.153984
2015/10/15,107.620049,562.440002,95.959999,661.73999,44.67878
2015/10/14,106.032578,544.830017,94.07,651.159973,44.365143
2015/10/13,107.552696,548.900024,94.120003,652.299988,44.564732
2015/10/12,107.369888,550.190002,94.260002,646.669983,44.669281
2015/10/9,107.870178,539.799988,93.239998,643.609985,44.773827
2015/10/8,105.349495,533.159973,92.470001,639.159973,45.096962
2015/10/7,106.580978,541.940002,92.400002,642.359985,44.479198
2015/10/6,107.090881,537.47998,92.800003,645.440002,44.431675
2015/10/5,106.580978,543.679993,94.010002,641.469971,44.317627
2015/10/2,106.196136,532.539978,92.07,626.909973,43.310192
2015/10/1,105.42646,520.719971,90.949997,611.289978,42.397797
2015/9/30,106.119179,511.890015,89.900002,608.419983,42.065155
2015/9/29,104.926178,496.070007,86.669998,594.969971,41.285816
2015/9/28,108.178062,504.059998,89.209999,594.890015,41.143253
2015/9/25,110.362015,524.25,92.769997,611.969971,41.761021
2015/9/24,110.641022,533.75,94.410004,625.799988,41.73251
2015/9/23,109.986801,536.070007,93.970001,622.359985,41.694489
2015/9/22,109.101662,538.400024,92.959999,622.690002,41.723003
2015/9/21,110.843056,548.390015,95.550003,635.440002,41.922592
2015/9/18,109.149773,540.26001,94.400002,629.25,41.32383
2015/9/17,109.601952,538.869995,94.339996,642.900024,42.055649
2015/9/16,111.997581,527.390015,93.449997,635.97998,42.103172
2015/9/15,111.872498,522.369995,92.900002,635.140015,41.799038
2015/9/14,110.939262,521.380005,92.309998,623.23999,40.905655
2015/9/11,109.880959,529.440002,92.050003,625.77002,41.32383
2015/9/10,108.303116,522.23999,91.980003,621.349976,41.143253
2015/9/9,105.974854,516.890015,90.440002,612.719971,40.934166
2015/9/8,108.052979,517.539978,89.529999,614.659973,41.713501
2015/9/4,105.128212,499,88.260002,600.700012,40.496979
2015/9/3,106.186516,504.720001,88.150002,606.25,41.342838
2015/9/2,108.081833,510.549988,89.889999,614.340027,41.209785
2015/9/1,103.636963,496.540009,87.230003,597.789978,39.746147
2015/8/31,108.485931,512.890015,89.43,618.25,41.361858
2015/8/28,108.995834,518.01001,91.010002,630.380005,41.751518
2015/8/27,108.639862,518.369995,89.730003,637.609985,41.723003
2015/8/26,105.532295,500.769989,87.190002,628.619995,40.592014
2015/8/25,99.807816,466.369995,83,582.059998,38.463104
2015/8/24,99.211334,463.369995,82.089996,589.609985,39.613098
2015/8/21,101.751259,494.470001,86.059998,612.47998,40.934166
2015/8/20,108.380096,515.780029,90.559998,646.830017,43.395733
2015/8/19,110.650642,532.919983,95.309998,660.900024,44.298618
2015/8/18,112.084152,535.02002,95.169998,656.130005,44.925888
2015/8/17,112.719162,535.219971,93.93,660.869995,44.67878
2015/8/14,111.564629,531.52002,94.419998,657.119995,44.37664
2015/8/13,110.785339,529.659973,93.43,656.450012,44.121716
2015/8/12,110.871918,525.909973,94.190002,659.559998,44.131153
2015/8/11,109.188248,527.460022,93.620003,660.780029,43.819569
2015/8/10,115.182114,524,94.150002,633.72998,44.688225
2015/8/7,111.141319,522.619995,94.300003,635.299988,44.131153
2015/8/6,110.76609,529.460022,95.120003,642.679993,44.017853
2015/8/5,110.525574,537.01001,96.440002,643.780029,44.924271
2015/8/4,109.797668,531.900024,94.059998,629.25,44.886497
2015/8/3,113.437157,535.030029,94.139999,631.210022,44.19725
2015/7/31,116.176353,536.150024,94.010002,625.609985,44.093388
2015/7/30,117.201164,536.76001,95.209999,632.590027,44.26334
2015/7/29,117.794968,529,96.989998,631.929993,43.706272
2015/7/28,118.168503,526.030029,95.290001,628,42.809303
2015/7/27,117.584259,531.409973,94.169998,627.26001,42.818733
2015/7/24,119.241196,529.419983,96.949997,623.559998,43.375801
2015/7/23,119.873306,482.179993,95.440002,644.280029,43.53632
2015/7/22,119.930779,488.269989,97.040001,662.099976,42.998135
2015/7/21,125.227188,488,98.389999,662.299988,44.641014
2015/7/20,126.491463,488.100006,97.910004,663.02002,44.301109
2015/7/17,124.14492,483.01001,94.970001,672.929993,44.017853
2015/7/16,123.081818,475.480011,90.849998,579.849976,44.055618
2015/7/15,121.463196,461.190002,89.760002,560.219971,43.205849
2015/7/14,120.304298,465.570007,89.68,561.099976,43.073662
2015/7/13,120.352196,455.570007,90.099998,546.549988,42.998135
2015/7/10,118.072723,443.51001,87.949997,530.130005,42.120037
2015/7/9,114.998314,434.390015,85.879997,520.679993,42.035069
2015/7/8,117.392715,429.700012,85.650002,516.830017,41.770699
2015/7/7,120.380928,436.720001,87.220001,525.02002,41.827347
2015/7/6,120.677834,436.040009,87.550003,522.859985,41.912315
2015/7/2,121.099236,437.709991,87.290001,523.400024,41.921768
2015/7/1,121.252487,437.390015,86.910004,521.840027,41.968971
2015/6/30,120.131905,434.089996,85.769997,520.51001,41.685722
2015/6/29,119.269913,429.859985,85.800003,521.52002,41.893436
2015/6/26,121.396149,438.100006,88.010002,531.690002,42.733753
2015/6/25,122.114471,440.100006,87.980003,535.22998,43.101997
2015/6/24,122.698708,440.839996,88.860001,537.840027,43.092552
2015/6/23,121.664322,445.98999,87.879997,540.47998,43.347481
2015/6/22,122.219826,436.290009,84.739998,538.190002,43.64962
2015/6/19,121.252487,434.920013,82.510002,536.690002,43.526875
2015/6/18,122.478409,439.390015,82.910004,536.72998,44.112274
2015/6/17,121.92292,427.809998,81.790001,529.26001,43.404137
2015/6/16,122.210251,427.26001,81.059998,528.150024,43.271946
2015/6/15,121.558975,423.670013,80.709999,527.200012,42.941483
2015/6/12,121.798416,429.920013,81.529999,532.330017,43.404137
2015/6/11,123.158417,432.970001,81.830002,534.609985,43.847897
2015/6/10,123.436188,430.769989,82.160004,536.690002,44.008411
2015/6/9,122.037849,425.480011,80.669998,526.690002,43.101997
2015/6/8,122.401802,423.5,80.669998,526.830017,43.177528
2015/6/5,123.215904,426.950012,82.139999,533.330017,43.564648
2015/6/4,123.895912,430.779999,82.050003,536.700012,43.772362
2015/6/3,124.623802,436.589996,82.440002,540.309998,44.235012
2015/6/2,124.470581,430.98999,80.440002,539.179993,44.301109
2015/6/1,125.026062,430.920013,80.290001,533.98999,44.593803
2015/5/29,124.777046,429.230011,79.190002,532.109985,44.244453
2015/5/28,126.213676,426.570007,80.150002,539.780029,44.801529
2015/5/27,126.462708,431.420013,80.550003,539.789978,44.952595
2015/5/26,124.14492,425.470001,79.330002,532.320007,43.989521
2015/5/22,126.941574,427.630005,80.540001,540.109985,44.282227
2015/5/21,125.840164,431.630005,80.480003,542.51001,44.773201
2015/5/20,124.566338,423.859985,80.550003,539.27002,44.924271
2015/5/19,124.575912,421.709991,80.629997,537.359985,44.924271
2015/5/18,124.690865,425.23999,80.879997,532.299988,45.037567
2015/5/15,123.330833,426,80.419998,533.849976,45.309616
2015/5/14,123.503227,432.279999,81.370003,538.400024,45.703613
2015/5/13,120.687416,426.869995,78.440002,529.619995,44.681099
2015/5/12,120.553329,431.019989,77.459999,529.039978,44.418427
2015/5/11,120.984306,432.850006,78.010002,535.700012,44.437195
2015/5/8,122.229424,433.690002,78.510002,538.219971,44.793667
2015/5/7,119.969086,426.880005,78.43,530.700012,43.808681
2015/5/6,119.231606,419.100006,78.099998,524.219971,43.414684
2015/5/5,119.985092,421.190002,77.559998,530.799988,44.652954
2015/5/4,122.751053,423.040009,78.809998,540.780029,45.253326
2015/5/1,122.989487,422.869995,78.989998,537.900024,45.647331
2015/4/30,119.365135,421.779999,78.769997,537.340027,45.628563
2015/4/29,122.693825,429.369995,80.470001,549.080017,46.022568
2015/4/28,124.525078,429.309998,80.68,553.679993,46.116375
2015/4/27,126.518456,438.559998,81.910004,555.369995,45.056332
2015/4/24,124.257996,445.100006,81.529999,561.967468,44.906242
2015/4/23,123.676208,389.98999,82.410004,544.006287,40.656704
2015/4/22,122.674751,389.799988,84.629997,536.413086,40.328373
2015/4/21,121.0438,391.179993,83.620003,531.049988,40.000038
2015/4/20,121.701889,389.51001,83.089996,532.44989,40.253326
2015/4/17,118.983627,375.559998,80.779999,521.181885,39.043194
2015/4/16,120.33799,386.040009,82.309998,530.87854,39.549763
2015/4/15,120.919792,383.450012,82.709999,529.617859,39.643566
2015/4/14,120.46199,385.109985,83.519997,527.487183,39.071331
2015/4/13,120.986565,382.359985,83.010002,536.219177,39.174526
2015/4/10,121.225006,382.649994,82.040001,537.054565,39.137005
2015/4/9,120.709961,383.540009,82.169998,537.820374,38.911869
2015/4/8,119.794342,381.200012,82.279999,538.645813,38.855576
2015/4/7,120.185402,374.410004,82.32,534.080933,38.958767
2015/4/6,121.46344,377.040009,82.440002,533.827332,38.977528
2015/4/2,119.527283,372.25,81.559998,532.59906,37.795536
2015/4/1,118.506744,370.26001,81.669998,539.590576,38.198917
2015/3/31,118.678413,372.100006,82.220001,545.000854,38.142635
2015/3/30,120.528755,374.589996,83.199997,549.008789,38.424053
2015/3/27,117.552971,370.559998,83.300003,545.338989,38.433437
2015/3/26,118.497215,367.350006,83.010002,552.131592,38.658577
2015/3/25,117.676964,370.959991,82.919998,555.726807,38.893097
2015/3/24,120.833961,374.089996,85.309998,567.069397,40.24395
2015/3/23,121.329918,375.109985,84.43,555.751648,40.206421
2015/3/20,120.080482,378.48999,83.800003,557.293213,40.225189
2015/3/19,121.606522,373.23999,82.75,554.936157,39.671715
2015/3/18,122.531677,375.140015,80.910004,556.437866,39.86871
2015/3/17,121.16777,371.920013,79.360001,547.825317,39.11824
2015/3/16,119.174377,373.350006,78.07,551.47522,38.986904
2015/3/13,117.877243,370.579987,78.050003,544.324585,38.81805
2015/3/12,118.697479,374.23999,78.93,552.469727,38.480343
2015/3/11,116.589638,366.369995,77.57,548.163452,39.380898
2015/3/10,118.754723,369.51001,77.550003,551.972473,39.427807
2015/3/9,121.263153,378.559998,79.440002,565.736694,40.197037
2015/3/6,120.748108,380.089996,80.010002,564.578125,39.737381
2015/3/5,120.56691,387.829987,81.209999,572.181274,40.440945
2015/3/4,122.598434,382.720001,80.900002,570.231995,40.394043
2015/3/3,123.380539,384.609985,79.599998,570.500488,40.600418
2015/3/2,123.123016,385.660004,79.75,568.213074,41.163273
2015/2/27,122.522156,380.160004,78.970001,555.343933,41.135124
2015/2/26,124.391541,384.799988,80.410004,552.43988,41.33213
2015/2/25,122.836899,385.369995,79.559998,540.893433,41.266464
2015/2/24,126.060654,378.589996,78.449997,533.156006,41.360271
2015/2/23,126.85228,380.140015,78.839996,528.998901,41.416557
2015/2/20,123.514084,383.660004,79.900002,536.000366,41.144508
2015/2/19,122.512596,379,79.419998,539.901306,40.806797
2015/2/18,122.770134,373.369995,76.709999,536.746277,40.834942
2015/2/17,121.921249,375.429993,75.599998,539.86908,40.881844
2015/2/13,121.205933,381.829987,75.739998,546.00531,40.863087
2015/2/12,120.614594,377.170013,76.230003,539.958557,40.136551
2015/2/11,119.107613,375.140015,76.510002,533.036682,39.475208
2015/2/10,116.379814,373,75.190002,534.001343,39.680126
2015/2/9,114.186127,370.559998,74.440002,524.941223,39.456585
2015/2/6,113.43264,374.279999,74.470001,528.093872,39.503155
2015/2/5,114.395966,373.890015,75.610001,524.692566,39.540409
2015/2/4,113.585258,364.75,75.629997,519.898987,38.972233
2015/2/3,112.720718,363.549988,75.400002,526.343506,38.748669
2015/2/2,112.701721,364.470001,74.989998,525.587646,38.450603
2015/1/30,111.305183,354.529999,75.910004,531.594604,37.63092
2015/1/29,112.958244,311.779999,78,507.865204,39.130566
2015/1/28,109.547638,303.910004,76.239998,507.208801,38.366768
2015/1/27,103.685966,306.75,75.779999,515.791565,39.736023
2015/1/26,107.448074,309.660004,77.5,532.280823,43.787861
2015/1/23,107.334084,312.390015,77.830002,536.994873,43.946213
2015/1/22,106.783058,310.320007,77.650002,531.465332,43.899639
2015/1/21,104.075485,297.25,76.739998,515.204773,42.772564
2015/1/20,103.286957,289.440002,76.239998,504.125763,43.210358
2015/1/16,100.693382,290.73999,75.18,505.299316,43.070637
2015/1/15,101.481903,286.950012,74.050003,499.043732,42.362728
2015/1/14,104.312988,293.269989,76.279999,498.128784,42.80983
2015/1/13,104.711998,294.73999,76.449997,493.464447,43.182419
2015/1/12,103.790474,291.410004,76.720001,489.854309,43.40596
2015/1/9,106.412552,296.929993,77.739998,493.454498,43.955528
2015/1/8,106.298531,300.459991,78.18,499.928864,44.328106
2015/1/7,102.36544,298.420013,76.150002,498.357513,43.061325
2015/1/6,100.94989,295.290009,76.150002,499.212799,42.521076
2015/1/5,100.940392,302.190002,77.190002,511.057617,43.154472
2015/1/2,103.86647,308.519989,78.449997,521.937744,43.555
2014/12/31,104.863991,310.350006,78.019997,523.521423,43.266247
